AircraftID,SeatNum,Class
33,14E,Economy
33,15F,Economy
33,15A,Economy
33,15B,Economy
33,15C,Economy
33,15D,Economy
33,15E,Economy
33,16F,Economy
33,16A,Economy
33,16B,Economy
33,16C,Economy
33,16D,Economy
33,16E,Economy
33,17F,Economy
33,17A,Economy
33,17B,Economy
33,17C,Economy
33,17D,Economy
33,17E,Economy
33,18F,Economy
33,18A,Economy
33,18B,Economy
33,18C,Economy
33,18D,Economy
33,18E,Economy
33,19F,Economy
33,19A,Economy
33,19B,Economy
33,19C,Economy
33,19D,Economy
33,19E,Economy
33,20F,Economy
33,20A,Economy
33,20B,Economy
33,20C,Economy
33,20D,Economy
33,20E,Economy
33,21F,Economy
33,21A,Economy
33,21B,Economy
33,21C,Economy
33,21D,Economy
33,21E,Economy
33,22F,Economy
33,22A,Economy
33,22B,Economy
33,22C,Economy
33,22D,Economy
33,22E,Economy
33,23F,Economy
34,1A,Business
34,1B,Business
34,1C,Business
34,1D,Business
34,2A,Business
34,2B,Business
34,2C,Business
34,2D,Business
34,3A,Economy
34,3B,Economy
34,3C,Economy
34,3D,Economy
34,3E,Economy
34,4F,Economy
34,4A,Economy
34,4B,Economy
34,4C,Economy
34,4D,Economy
34,4E,Economy
34,5F,Economy
34,5A,Economy
34,5B,Economy
34,5C,Economy
34,5D,Economy
34,5E,Economy
34,6F,Economy
34,6A,Economy
34,6B,Economy
34,6C,Economy
34,6D,Economy
34,6E,Economy
34,7F,Economy
34,7A,Economy
34,7B,Economy
34,7C,Economy
34,7D,Economy
34,7E,Economy
34,8F,Economy
34,8A,Economy
34,8B,Economy
34,8C,Economy
34,8D,Economy
34,9A,Economy
34,9B,Economy
34,9C,Economy
34,9D,Economy
34,9E,Economy
34,10F,Economy
34,10A,Economy
34,10B,Economy
34,10C,Economy
34,10D,Economy
34,10E,Economy
34,11F,Economy
34,11A,Economy
34,11B,Economy
34,11C,Economy
34,11D,Economy
34,11E,Economy
34,12F,Economy
34,12A,Economy
34,12B,Economy
34,12C,Economy
34,12D,Economy
34,12E,Economy
34,13F,Economy
34,13A,Economy
34,13B,Economy
34,13C,Economy
34,13D,Economy
34,13E,Economy
34,14F,Economy
34,14A,Economy
34,14B,Economy
34,14C,Economy
34,14D,Economy
34,14E,Economy
34,15F,Economy
34,15A,Economy
34,15B,Economy
34,15C,Economy
34,15D,Economy
34,15E,Economy
34,16F,Economy
34,16A,Economy
34,16B,Economy
34,16C,Economy
34,16D,Economy
34,16E,Economy
34,17F,Economy
34,17A,Economy
34,17B,Economy
34,17C,Economy
34,17D,Economy
34,17E,Economy
34,18F,Economy
34,18A,Economy
34,18B,Economy
34,18C,Economy
34,18D,Economy
34,18E,Economy
34,19F,Economy
34,19A,Economy
34,19B,Economy
34,19C,Economy
34,19D,Economy
34,19E,Economy
34,20F,Economy
34,20A,Economy
34,20B,Economy
34,20C,Economy
34,20D,Economy
34,20E,Economy
34,21F,Economy
34,21A,Economy
34,21B,Economy
34,21C,Economy
34,21D,Economy
34,21E,Economy
34,22F,Economy
34,22A,Economy
34,22B,Economy
34,22C,Economy
34,22D,Economy
34,22E,Economy
34,23F,Economy
35,1A,Business
35,1B,Business
35,1C,Business
35,1D,Business
35,2A,Business
35,2B,Business
35,2C,Business
35,2D,Business
35,3A,Economy
35,3B,Economy
35,3C,Economy
35,3D,Economy
35,3E,Economy
35,4F,Economy
35,4A,Economy
35,4B,Economy
35,4C,Economy
35,4D,Economy
35,4E,Economy
35,5F,Economy
35,5A,Economy
35,5B,Economy
35,5C,Economy
35,5D,Economy
35,5E,Economy
35,6F,Economy
35,6A,Economy
35,6B,Economy
35,6C,Economy
35,6D,Economy
35,6E,Economy
35,7F,Economy
35,7A,Economy
35,7B,Economy
35,7C,Economy
35,7D,Economy
35,7E,Economy
35,8F,Economy
35,8A,Economy
35,8B,Economy
35,8C,Economy
35,8D,Economy
35,9A,Economy
35,9B,Economy
35,9C,Economy
35,9D,Economy
35,9E,Economy
35,10F,Economy
35,10A,Economy
35,10B,Economy
35,10C,Economy
35,10D,Economy
35,10E,Economy
35,11F,Economy
35,11A,Economy
35,11B,Economy
35,11C,Economy
35,11D,Economy
35,11E,Economy
35,12F,Economy
35,12A,Economy
35,12B,Economy
35,12C,Economy
35,12D,Economy
35,12E,Economy
35,13F,Economy
35,13A,Economy
35,13B,Economy
35,13C,Economy
35,13D,Economy
35,13E,Economy
35,14F,Economy
35,14A,Economy
35,14B,Economy
35,14C,Economy
35,14D,Economy
35,14E,Economy
35,15F,Economy
35,15A,Economy
35,15B,Economy
35,15C,Economy
35,15D,Economy
35,15E,Economy
35,16F,Economy
35,16A,Economy
35,16B,Economy
35,16C,Economy
35,16D,Economy
35,16E,Economy
35,17F,Economy
35,17A,Economy
35,17B,Economy
35,17C,Economy
35,17D,Economy
35,17E,Economy
35,18F,Economy
35,18A,Economy
35,18B,Economy
35,18C,Economy
35,18D,Economy
35,18E,Economy
35,19F,Economy
35,19A,Economy
35,19B,Economy
35,19C,Economy
35,19D,Economy
35,19E,Economy
35,20F,Economy
35,20A,Economy
35,20B,Economy
35,20C,Economy
35,20D,Economy
35,20E,Economy
35,21F,Economy
35,21A,Economy
35,21B,Economy
35,21C,Economy
35,21D,Economy
35,21E,Economy
35,22F,Economy
35,22A,Economy
35,22B,Economy
35,22C,Economy
35,22D,Economy
35,22E,Economy
35,23F,Economy
36,1A,Business
36,1B,Business
36,1C,Business
36,1D,Business
36,2A,Business
36,2B,Business
36,2C,Business
36,2D,Business
36,3A,Economy
36,3B,Economy
36,3C,Economy
36,3D,Economy
36,3E,Economy
36,4F,Economy
36,4A,Economy
36,4B,Economy
36,4C,Economy
36,4D,Economy
36,4E,Economy
36,5F,Economy
36,5A,Economy
36,5B,Economy
36,5C,Economy
36,5D,Economy
36,5E,Economy
36,6F,Economy
36,6A,Economy
36,6B,Economy
36,6C,Economy
36,6D,Economy
36,6E,Economy
36,7F,Economy
36,7A,Economy
36,7B,Economy
36,7C,Economy
36,7D,Economy
36,7E,Economy
36,8F,Economy
36,8A,Economy
36,8B,Economy
36,8C,Economy
36,8D,Economy
36,9A,Economy
36,9B,Economy
36,9C,Economy
36,9D,Economy
36,9E,Economy
36,10F,Economy
36,10A,Economy
36,10B,Economy
36,10C,Economy
36,10D,Economy
36,10E,Economy
36,11F,Economy
36,11A,Economy
36,11B,Economy
36,11C,Economy
36,11D,Economy
36,11E,Economy
36,12F,Economy
36,12A,Economy
36,12B,Economy
36,12C,Economy
36,12D,Economy
36,12E,Economy
36,13F,Economy
36,13A,Economy
36,13B,Economy
36,13C,Economy
36,13D,Economy
36,13E,Economy
36,14F,Economy
36,14A,Economy
36,14B,Economy
36,14C,Economy
36,14D,Economy
36,14E,Economy
36,15F,Economy
36,15A,Economy
36,15B,Economy
36,15C,Economy
36,15D,Economy
36,15E,Economy
36,16F,Economy
36,16A,Economy
36,16B,Economy
36,16C,Economy
36,16D,Economy
36,16E,Economy
36,17F,Economy
36,17A,Economy
36,17B,Economy
36,17C,Economy
36,17D,Economy
36,17E,Economy
36,18F,Economy
36,18A,Economy
36,18B,Economy
36,18C,Economy
36,18D,Economy
36,18E,Economy
36,19F,Economy
36,19A,Economy
36,19B,Economy
36,19C,Economy
36,19D,Economy
36,19E,Economy
36,20F,Economy
36,20A,Economy
36,20B,Economy
36,20C,Economy
36,20D,Economy
36,20E,Economy
36,21F,Economy
36,21A,Economy
36,21B,Economy
36,21C,Economy
36,21D,Economy
36,21E,Economy
36,22F,Economy
36,22A,Economy
36,22B,Economy
36,22C,Economy
36,22D,Economy
36,22E,Economy
36,23F,Economy
37,1A,Business
37,1B,Business
37,1C,Business
37,1D,Business
37,2A,Business
37,2B,Business
37,2C,Business
37,2D,Business
37,3A,Economy
37,3B,Economy
37,3C,Economy
37,3D,Economy
37,3E,Economy
37,4F,Economy
37,4A,Economy
37,4B,Economy
37,4C,Economy
37,4D,Economy
37,4E,Economy
37,5F,Economy
37,5A,Economy
37,5B,Economy
37,5C,Economy
37,5D,Economy
37,5E,Economy
37,6F,Economy
37,6A,Economy
37,6B,Economy
37,6C,Economy
37,6D,Economy
37,6E,Economy
37,7F,Economy
37,7A,Economy
37,7B,Economy
37,7C,Economy
37,7D,Economy
37,7E,Economy
37,8F,Economy
37,8A,Economy
37,8B,Economy
37,8C,Economy
37,8D,Economy
37,9A,Economy
37,9B,Economy
37,9C,Economy
37,9D,Economy
37,9E,Economy
37,10F,Economy
37,10A,Economy
37,10B,Economy
37,10C,Economy
37,10D,Economy
37,10E,Economy
37,11F,Economy
37,11A,Economy
37,11B,Economy
37,11C,Economy
37,11D,Economy
37,11E,Economy
37,12F,Economy
37,12A,Economy
37,12B,Economy
37,12C,Economy
37,12D,Economy
37,12E,Economy
37,13F,Economy
37,13A,Economy
37,13B,Economy
37,13C,Economy
37,13D,Economy
37,13E,Economy
37,14F,Economy
37,14A,Economy
37,14B,Economy
37,14C,Economy
37,14D,Economy
37,14E,Economy
37,15F,Economy
37,15A,Economy
37,15B,Economy
37,15C,Economy
37,15D,Economy
37,15E,Economy
37,16F,Economy
37,16A,Economy
37,16B,Economy
37,16C,Economy
37,16D,Economy
37,16E,Economy
37,17F,Economy
37,17A,Economy
37,17B,Economy
37,17C,Economy
37,17D,Economy
37,17E,Economy
37,18F,Economy
37,18A,Economy
37,18B,Economy
37,18C,Economy
37,18D,Economy
37,18E,Economy
37,19F,Economy
37,19A,Economy
37,19B,Economy
37,19C,Economy
37,19D,Economy
37,19E,Economy
37,20F,Economy
37,20A,Economy
37,20B,Economy
37,20C,Economy
37,20D,Economy
37,20E,Economy
37,21F,Economy
37,21A,Economy
37,21B,Economy
37,21C,Economy
37,21D,Economy
37,21E,Economy
37,22F,Economy
37,22A,Economy
37,22B,Economy
37,22C,Economy
37,22D,Economy
37,22E,Economy
37,23F,Economy
38,1A,Business
38,1B,Business
38,1C,Business
38,1D,Business
38,2A,Business
38,2B,Business
38,2C,Business
38,2D,Business
38,3A,Economy
38,3B,Economy
38,3C,Economy
38,3D,Economy
38,3E,Economy
38,4F,Economy
38,4A,Economy
38,4B,Economy
38,4C,Economy
38,4D,Economy
38,4E,Economy
38,5F,Economy
38,5A,Economy
38,5B,Economy
38,5C,Economy
38,5D,Economy
38,5E,Economy
38,6F,Economy
38,6A,Economy
38,6B,Economy
38,6C,Economy
38,6D,Economy
38,6E,Economy
38,7F,Economy
38,7A,Economy
38,7B,Economy
38,7C,Economy
38,7D,Economy
38,7E,Economy
38,8F,Economy
38,8A,Economy
38,8B,Economy
38,8C,Economy
38,8D,Economy
38,9A,Economy
38,9B,Economy
38,9C,Economy
38,9D,Economy
38,9E,Economy
38,10F,Economy
38,10A,Economy
38,10B,Economy
38,10C,Economy
38,10D,Economy
38,10E,Economy
38,11F,Economy
38,11A,Economy
38,11B,Economy
38,11C,Economy
38,11D,Economy
38,11E,Economy
38,12F,Economy
38,12A,Economy
38,12B,Economy
38,12C,Economy
38,12D,Economy
38,12E,Economy
38,13F,Economy
38,13A,Economy
38,13B,Economy
38,13C,Economy
38,13D,Economy
38,13E,Economy
38,14F,Economy
38,14A,Economy
38,14B,Economy
38,14C,Economy
38,14D,Economy
38,14E,Economy
38,15F,Economy
38,15A,Economy
38,15B,Economy
38,15C,Economy
38,15D,Economy
38,15E,Economy
38,16F,Economy
38,16A,Economy
38,16B,Economy
38,16C,Economy
38,16D,Economy
38,16E,Economy
38,17F,Economy
38,17A,Economy
38,17B,Economy
38,17C,Economy
38,17D,Economy
38,17E,Economy
38,18F,Economy
38,18A,Economy
38,18B,Economy
38,18C,Economy
38,18D,Economy
38,18E,Economy
38,19F,Economy
38,19A,Economy
38,19B,Economy
38,19C,Economy
38,19D,Economy
38,19E,Economy
38,20F,Economy
38,20A,Economy
38,20B,Economy
38,20C,Economy
38,20D,Economy
38,20E,Economy
38,21F,Economy
38,21A,Economy
38,21B,Economy
38,21C,Economy
38,21D,Economy
38,21E,Economy
38,22F,Economy
38,22A,Economy
38,22B,Economy
38,22C,Economy
38,22D,Economy
38,22E,Economy
38,23F,Economy
39,1A,Business
39,1B,Business
39,1C,Business
39,1D,Business
39,2A,Business
39,2B,Business
39,2C,Business
39,2D,Business
39,3A,Economy
39,3B,Economy
39,3C,Economy
39,3D,Economy
39,3E,Economy
39,4F,Economy
39,4A,Economy
39,4B,Economy
39,4C,Economy
39,4D,Economy
39,4E,Economy
39,5F,Economy
39,5A,Economy
39,5B,Economy
39,5C,Economy
39,5D,Economy
39,5E,Economy
39,6F,Economy
39,6A,Economy
39,6B,Economy
39,6C,Economy
39,6D,Economy
39,6E,Economy
39,7F,Economy
39,7A,Economy
39,7B,Economy
39,7C,Economy
39,7D,Economy
39,7E,Economy
39,8F,Economy
39,8A,Economy
39,8B,Economy
39,8C,Economy
39,8D,Economy
39,9A,Economy
39,9B,Economy
39,9C,Economy
39,9D,Economy
39,9E,Economy
39,10F,Economy
39,10A,Economy
39,10B,Economy
39,10C,Economy
39,10D,Economy
39,10E,Economy
39,11F,Economy
39,11A,Economy
39,11B,Economy
39,11C,Economy
39,11D,Economy
39,11E,Economy
39,12F,Economy
39,12A,Economy
39,12B,Economy
39,12C,Economy
39,12D,Economy
39,12E,Economy
39,13F,Economy
39,13A,Economy
39,13B,Economy
39,13C,Economy
39,13D,Economy
39,13E,Economy
39,14F,Economy
39,14A,Economy
39,14B,Economy
39,14C,Economy
39,14D,Economy
39,14E,Economy
39,15F,Economy
39,15A,Economy
39,15B,Economy
39,15C,Economy
39,15D,Economy
39,15E,Economy
39,16F,Economy
39,16A,Economy
39,16B,Economy
39,16C,Economy
39,16D,Economy
39,16E,Economy
39,17F,Economy
39,17A,Economy
39,17B,Economy
39,17C,Economy
39,17D,Economy
39,17E,Economy
39,18F,Economy
39,18A,Economy
39,18B,Economy
39,18C,Economy
39,18D,Economy
39,18E,Economy
39,19F,Economy
39,19A,Economy
39,19B,Economy
39,19C,Economy
39,19D,Economy
39,19E,Economy
39,20F,Economy
39,20A,Economy
39,20B,Economy
39,20C,Economy
39,20D,Economy
39,20E,Economy
39,21F,Economy
39,21A,Economy
39,21B,Economy
39,21C,Economy
39,21D,Economy
39,21E,Economy
39,22F,Economy
39,22A,Economy
39,22B,Economy
39,22C,Economy
39,22D,Economy
39,22E,Economy
39,23F,Economy
40,1A,Business
40,1B,Business
40,1C,Business
40,1D,Business
40,2A,Business
40,2B,Business
40,2C,Business
40,2D,Business
40,3A,Economy
40,3B,Economy
40,3C,Economy
40,3D,Economy
40,3E,Economy
40,4F,Economy
40,4A,Economy
40,4B,Economy
40,4C,Economy
40,4D,Economy
40,4E,Economy
40,5F,Economy
40,5A,Economy
40,5B,Economy
40,5C,Economy
40,5D,Economy
40,5E,Economy
40,6F,Economy
40,6A,Economy
40,6B,Economy
40,6C,Economy
40,6D,Economy
40,6E,Economy
40,7F,Economy
40,7A,Economy
40,7B,Economy
40,7C,Economy
40,7D,Economy
40,7E,Economy
40,8F,Economy
40,8A,Economy
40,8B,Economy
40,8C,Economy
40,8D,Economy
40,9A,Economy
40,9B,Economy
40,9C,Economy
40,9D,Economy
40,9E,Economy
40,10F,Economy
40,10A,Economy
40,10B,Economy
40,10C,Economy
40,10D,Economy
40,10E,Economy
40,11F,Economy
40,11A,Economy
40,11B,Economy
40,11C,Economy
40,11D,Economy
40,11E,Economy
40,12F,Economy
40,12A,Economy
40,12B,Economy
40,12C,Economy
40,12D,Economy
40,12E,Economy
40,13F,Economy
40,13A,Economy
40,13B,Economy
40,13C,Economy
40,13D,Economy
40,13E,Economy
40,14F,Economy
40,14A,Economy
40,14B,Economy
40,14C,Economy
40,14D,Economy
40,14E,Economy
40,15F,Economy
40,15A,Economy
40,15B,Economy
40,15C,Economy
40,15D,Economy
40,15E,Economy
40,16F,Economy
40,16A,Economy
40,16B,Economy
40,16C,Economy
40,16D,Economy
40,16E,Economy
40,17F,Economy
40,17A,Economy
40,17B,Economy
40,17C,Economy
40,17D,Economy
40,17E,Economy
40,18F,Economy
40,18A,Economy
40,18B,Economy
40,18C,Economy
40,18D,Economy
40,18E,Economy
40,19F,Economy
40,19A,Economy
40,19B,Economy
40,19C,Economy
40,19D,Economy
40,19E,Economy
40,20F,Economy
40,20A,Economy
40,20B,Economy
40,20C,Economy
40,20D,Economy
40,20E,Economy
40,21F,Economy
40,21A,Economy
40,21B,Economy
40,21C,Economy
40,21D,Economy
40,21E,Economy
40,22F,Economy
40,22A,Economy
40,22B,Economy
40,22C,Economy
40,22D,Economy
40,22E,Economy
40,23F,Economy
41,1A,Business
41,1B,Business
41,1C,Business
41,1D,Business
41,2A,Business
41,2B,Business
41,2C,Business
41,2D,Business
41,3A,Economy
41,3B,Economy
41,3C,Economy
41,3D,Economy
41,3E,Economy
41,4F,Economy
41,4A,Economy
41,4B,Economy
41,4C,Economy
41,4D,Economy
41,4E,Economy
41,5F,Economy
41,5A,Economy
41,5B,Economy
41,5C,Economy
41,5D,Economy
41,5E,Economy
41,6F,Economy
41,6A,Economy
41,6B,Economy
41,6C,Economy
41,6D,Economy
41,6E,Economy
41,7F,Economy
41,7A,Economy
41,7B,Economy
41,7C,Economy
41,7D,Economy
41,7E,Economy
41,8F,Economy
41,8A,Economy
41,8B,Economy
41,8C,Economy
41,8D,Economy
41,9A,Economy
41,9B,Economy
41,9C,Economy
41,9D,Economy
41,9E,Economy
41,10F,Economy
41,10A,Economy
41,10B,Economy
41,10C,Economy
41,10D,Economy
41,10E,Economy
41,11F,Economy
41,11A,Economy
41,11B,Economy
41,11C,Economy
41,11D,Economy
41,11E,Economy
41,12F,Economy
41,12A,Economy
41,12B,Economy
41,12C,Economy
41,12D,Economy
41,12E,Economy
41,13F,Economy
41,13A,Economy
41,13B,Economy
41,13C,Economy
41,13D,Economy
41,13E,Economy
41,14F,Economy
41,14A,Economy
41,14B,Economy
41,14C,Economy
41,14D,Economy
41,14E,Economy
41,15F,Economy
41,15A,Economy
41,15B,Economy
41,15C,Economy
41,15D,Economy
41,15E,Economy
41,16F,Economy
41,16A,Economy
41,16B,Economy
41,16C,Economy
41,16D,Economy
41,16E,Economy
41,17F,Economy
41,17A,Economy
41,17B,Economy
41,17C,Economy
41,17D,Economy
41,17E,Economy
41,18F,Economy
41,18A,Economy
41,18B,Economy
41,18C,Economy
41,18D,Economy
41,18E,Economy
41,19F,Economy
41,19A,Economy
41,19B,Economy
41,19C,Economy
41,19D,Economy
41,19E,Economy
41,20F,Economy
41,20A,Economy
41,20B,Economy
41,20C,Economy
41,20D,Economy
41,20E,Economy
41,21F,Economy
41,21A,Economy
41,21B,Economy
41,21C,Economy
41,21D,Economy
41,21E,Economy
41,22F,Economy
41,22A,Economy
41,22B,Economy
41,22C,Economy
41,22D,Economy
41,22E,Economy
41,23F,Economy
42,1A,Business
42,1B,Business
42,1C,Business
42,1D,Business
42,2A,Business
42,2B,Business
42,2C,Business
42,2D,Business
42,3A,Economy
42,3B,Economy
42,3C,Economy
42,3D,Economy
42,3E,Economy
42,4F,Economy
42,4A,Economy
42,4B,Economy
42,4C,Economy
42,4D,Economy
42,4E,Economy
42,5F,Economy
42,5A,Economy
42,5B,Economy
42,5C,Economy
42,5D,Economy
42,5E,Economy
42,6F,Economy
42,6A,Economy
42,6B,Economy
42,6C,Economy
42,6D,Economy
42,6E,Economy
42,7F,Economy
42,7A,Economy
42,7B,Economy
42,7C,Economy
42,7D,Economy
42,7E,Economy
42,8F,Economy
42,8A,Economy
42,8B,Economy
42,8C,Economy
42,8D,Economy
42,9A,Economy
42,9B,Economy
42,9C,Economy
42,9D,Economy
42,9E,Economy
42,10F,Economy
42,10A,Economy
42,10B,Economy
42,10C,Economy
42,10D,Economy
42,10E,Economy
42,11F,Economy
42,11A,Economy
42,11B,Economy
42,11C,Economy
42,11D,Economy
42,11E,Economy
42,12F,Economy
42,12A,Economy
42,12B,Economy
42,12C,Economy
42,12D,Economy
42,12E,Economy
42,13F,Economy
42,13A,Economy
42,13B,Economy
42,13C,Economy
42,13D,Economy
42,13E,Economy
42,14F,Economy
42,14A,Economy
42,14B,Economy
42,14C,Economy
42,14D,Economy
42,14E,Economy
42,15F,Economy
42,15A,Economy
42,15B,Economy
42,15C,Economy
42,15D,Economy
42,15E,Economy
42,16F,Economy
42,16A,Economy
42,16B,Economy
42,16C,Economy
42,16D,Economy
42,16E,Economy
42,17F,Economy
42,17A,Economy
42,17B,Economy
42,17C,Economy
42,17D,Economy
42,17E,Economy
42,18F,Economy
42,18A,Economy
42,18B,Economy
42,18C,Economy
42,18D,Economy
42,18E,Economy
42,19F,Economy
42,19A,Economy
42,19B,Economy
42,19C,Economy
42,19D,Economy
42,19E,Economy
42,20F,Economy
42,20A,Economy
42,20B,Economy
42,20C,Economy
42,20D,Economy
42,20E,Economy
42,21F,Economy
42,21A,Economy
42,21B,Economy
42,21C,Economy
42,21D,Economy
42,21E,Economy
42,22F,Economy
42,22A,Economy
42,22B,Economy
42,22C,Economy
42,22D,Economy
42,22E,Economy
42,23F,Economy
43,1A,Business
43,1B,Business
43,1C,Business
43,1D,Business
43,2A,Business
43,2B,Business
43,2C,Business
43,2D,Business
43,3A,Economy
43,3B,Economy
43,3C,Economy
43,3D,Economy
43,3E,Economy
43,4F,Economy
43,4A,Economy
43,4B,Economy
43,4C,Economy
43,4D,Economy
43,4E,Economy
43,5F,Economy
43,5A,Economy
43,5B,Economy
43,5C,Economy
43,5D,Economy
43,5E,Economy
43,6F,Economy
43,6A,Economy
43,6B,Economy
43,6C,Economy
43,6D,Economy
43,6E,Economy
43,7F,Economy
43,7A,Economy
43,7B,Economy
43,7C,Economy
43,7D,Economy
43,7E,Economy
43,8F,Economy
43,8A,Economy
43,8B,Economy
43,8C,Economy
43,8D,Economy
43,9A,Economy
43,9B,Economy
43,9C,Economy
43,9D,Economy
43,9E,Economy
43,10F,Economy
43,10A,Economy
43,10B,Economy
43,10C,Economy
43,10D,Economy
43,10E,Economy
43,11F,Economy
43,11A,Economy
43,11B,Economy
43,11C,Economy
43,11D,Economy
43,11E,Economy
43,12F,Economy
43,12A,Economy
43,12B,Economy
43,12C,Economy
43,12D,Economy
43,12E,Economy
43,13F,Economy
43,13A,Economy
43,13B,Economy
43,13C,Economy
43,13D,Economy
43,13E,Economy
43,14F,Economy
43,14A,Economy
43,14B,Economy
43,14C,Economy
43,14D,Economy
43,14E,Economy
43,15F,Economy
43,15A,Economy
43,15B,Economy
43,15C,Economy
43,15D,Economy
43,15E,Economy
43,16F,Economy
43,16A,Economy
43,16B,Economy
43,16C,Economy
43,16D,Economy
43,16E,Economy
43,17F,Economy
43,17A,Economy
43,17B,Economy
43,17C,Economy
43,17D,Economy
43,17E,Economy
43,18F,Economy
43,18A,Economy
43,18B,Economy
43,18C,Economy
43,18D,Economy
43,18E,Economy
43,19F,Economy
43,19A,Economy
43,19B,Economy
43,19C,Economy
43,19D,Economy
43,19E,Economy
43,20F,Economy
43,20A,Economy
43,20B,Economy
43,20C,Economy
43,20D,Economy
43,20E,Economy
43,21F,Economy
43,21A,Economy
43,21B,Economy
43,21C,Economy
43,21D,Economy
43,21E,Economy
43,22F,Economy
43,22A,Economy
43,22B,Economy
43,22C,Economy
43,22D,Economy
43,22E,Economy
43,23F,Economy
44,1A,Business
44,1B,Business
44,1C,Business
44,1D,Business
44,2A,Business
44,2B,Business
44,2C,Business
44,2D,Business
44,3A,Economy
44,3B,Economy
44,3C,Economy
44,3D,Economy
44,3E,Economy
44,4F,Economy
44,4A,Economy
44,4B,Economy
44,4C,Economy
44,4D,Economy
44,4E,Economy
44,5F,Economy
44,5A,Economy
44,5B,Economy
44,5C,Economy
44,5D,Economy
44,5E,Economy
44,6F,Economy
44,6A,Economy
44,6B,Economy
44,6C,Economy
44,6D,Economy
44,6E,Economy
44,7F,Economy
44,7A,Economy
44,7B,Economy
44,7C,Economy
44,7D,Economy
44,7E,Economy
44,8F,Economy
44,8A,Economy
44,8B,Economy
44,8C,Economy
44,8D,Economy
44,9A,Economy
44,9B,Economy
44,9C,Economy
44,9D,Economy
44,9E,Economy
44,10F,Economy
44,10A,Economy
44,10B,Economy
44,10C,Economy
44,10D,Economy
44,10E,Economy
44,11F,Economy
44,11A,Economy
44,11B,Economy
44,11C,Economy
44,11D,Economy
44,11E,Economy
44,12F,Economy
44,12A,Economy
44,12B,Economy
44,12C,Economy
44,12D,Economy
44,12E,Economy
44,13F,Economy
44,13A,Economy
44,13B,Economy
44,13C,Economy
44,13D,Economy
44,13E,Economy
44,14F,Economy
44,14A,Economy
44,14B,Economy
44,14C,Economy
44,14D,Economy
44,14E,Economy
44,15F,Economy
44,15A,Economy
44,15B,Economy
44,15C,Economy
44,15D,Economy
44,15E,Economy
44,16F,Economy
44,16A,Economy
44,16B,Economy
44,16C,Economy
44,16D,Economy
44,16E,Economy
44,17F,Economy
44,17A,Economy
44,17B,Economy
44,17C,Economy
44,17D,Economy
44,17E,Economy
44,18F,Economy
44,18A,Economy
44,18B,Economy
44,18C,Economy
44,18D,Economy
44,18E,Economy
44,19F,Economy
44,19A,Economy
44,19B,Economy
44,19C,Economy
44,19D,Economy
44,19E,Economy
44,20F,Economy
44,20A,Economy
44,20B,Economy
44,20C,Economy
44,20D,Economy
44,20E,Economy
44,21F,Economy
44,21A,Economy
44,21B,Economy
44,21C,Economy
44,21D,Economy
44,21E,Economy
44,22F,Economy
44,22A,Economy
44,22B,Economy
44,22C,Economy
44,22D,Economy
44,22E,Economy
44,23F,Economy
45,1A,Business
45,1B,Business
45,1C,Business
45,1D,Business
45,2A,Business
45,2B,Business
45,2C,Business
45,2D,Business
45,3A,Economy
45,3B,Economy
45,3C,Economy
45,3D,Economy
45,3E,Economy
45,4F,Economy
45,4A,Economy
45,4B,Economy
45,4C,Economy
45,4D,Economy
45,4E,Economy
45,5F,Economy
45,5A,Economy
45,5B,Economy
45,5C,Economy
45,5D,Economy
45,5E,Economy
45,6F,Economy
45,6A,Economy
45,6B,Economy
45,6C,Economy
45,6D,Economy
45,6E,Economy
45,7F,Economy
45,7A,Economy
45,7B,Economy
45,7C,Economy
45,7D,Economy
45,7E,Economy
45,8F,Economy
45,8A,Economy
45,8B,Economy
45,8C,Economy
45,8D,Economy
45,9A,Economy
45,9B,Economy
45,9C,Economy
45,9D,Economy
45,9E,Economy
45,10F,Economy
45,10A,Economy
45,10B,Economy
45,10C,Economy
45,10D,Economy
45,10E,Economy
45,11F,Economy
45,11A,Economy
45,11B,Economy
45,11C,Economy
45,11D,Economy
45,11E,Economy
45,12F,Economy
45,12A,Economy
45,12B,Economy
45,12C,Economy
45,12D,Economy
45,12E,Economy
45,13F,Economy
45,13A,Economy
45,13B,Economy
45,13C,Economy
45,13D,Economy
45,13E,Economy
45,14F,Economy
45,14A,Economy
45,14B,Economy
45,14C,Economy
45,14D,Economy
45,14E,Economy
45,15F,Economy
45,15A,Economy
45,15B,Economy
45,15C,Economy
45,15D,Economy
45,15E,Economy
45,16F,Economy
45,16A,Economy
45,16B,Economy
45,16C,Economy
45,16D,Economy
45,16E,Economy
45,17F,Economy
45,17A,Economy
45,17B,Economy
45,17C,Economy
45,17D,Economy
45,17E,Economy
45,18F,Economy
45,18A,Economy
45,18B,Economy
45,18C,Economy
45,18D,Economy
45,18E,Economy
45,19F,Economy
45,19A,Economy
45,19B,Economy
45,19C,Economy
45,19D,Economy
45,19E,Economy
45,20F,Economy
45,20A,Economy
45,20B,Economy
45,20C,Economy
45,20D,Economy
45,20E,Economy
45,21F,Economy
45,21A,Economy
45,21B,Economy
45,21C,Economy
45,21D,Economy
45,21E,Economy
45,22F,Economy
45,22A,Economy
45,22B,Economy
45,22C,Economy
45,22D,Economy
45,22E,Economy
45,23F,Economy
46,1A,Business
46,1B,Business
